"","Sales_Rep","Business","Age","Female","Years","College","Certficates","Feedback","Salary","NPS","Diplomat","Explorer","Sentinel","Analyst"
"18276",18276,0,33,1,1,1,1,4,75400,9,1,0,0,0
"18279",18279,0,28,0,1,1,3,4,84000,8,1,0,0,0
"18282",18282,0,29,1,2,1,4,3.12,90200,10,1,0,0,0
"18284",18284,0,49,1,2,1,1,3.97,71200,6,0,0,1,0
"18285",18285,0,29,1,1,1,5,1.52,63200,10,0,0,0,1
"18286",18286,0,32,0,2,1,1,1.45,50000,4,0,1,0,0
"18294",18294,0,60,0,2,1,3,2.8,72000,4,1,0,0,0
"18297",18297,0,55,0,1,1,2,3.54,101000,7,1,0,0,0
"18300",18300,0,46,1,1,0,3,4,60800,6,1,0,0,0
"18304",18304,0,42,1,7,1,3,3.66,54600,6,0,0,1,0
"18307",18307,0,62,0,1,0,3,2.55,67000,6,1,0,0,0
"18308",18308,0,38,0,1,1,5,4,92000,7,0,0,1,0
"18309",18309,0,27,1,1,1,6,4,110600,10,1,0,0,0
"18310",18310,0,38,0,1,1,1,1.21,59000,2,0,0,0,1
"18311",18311,0,39,1,1,0,3,2.73,56200,4,0,1,0,0
"18313",18313,0,50,0,1,0,2,2.28,81000,5,1,0,0,0
"18317",18317,0,53,0,4,1,1,1.88,58000,3,0,0,1,0
"18319",18319,0,63,0,1,1,5,1.18,95000,5,1,0,0,0
"18320",18320,0,26,0,6,1,1,3.91,81000,9,0,1,0,0
"18322",18322,0,28,0,3,1,1,2.9,47000,2,0,0,1,0
"18324",18324,0,38,1,1,1,0,3.66,65400,7,0,0,0,1
"18327",18327,0,62,1,1,1,1,2.1,63600,7,1,0,0,0
"18333",18333,0,25,0,2,1,3,2.48,68000,5,0,1,0,0
"18335",18335,0,60,1,2,0,1,2.36,51000,2,0,0,1,0
"18342",18342,0,41,1,7,1,6,3.64,145800,9,0,1,0,0
"18343",18343,0,36,1,2,1,2,2.51,73800,8,0,1,0,0
"18344",18344,0,27,0,3,1,1,1.97,56000,4,0,1,0,0
"18347",18347,0,53,0,1,1,1,2.99,63000,3,0,0,0,1
"18349",18349,0,57,1,4,1,3,1.76,78600,10,0,1,0,0
"18351",18351,0,60,1,1,1,1,3.95,77000,5,1,0,0,0
"18352",18352,0,39,0,2,1,2,3.46,78000,10,1,0,0,0
"18358",18358,0,51,0,2,1,3,1.38,84000,4,1,0,0,0
"18360",18360,0,35,0,1,1,3,1.77,61000,6,0,0,0,1
"18361",18361,0,33,0,1,1,5,2.9,109000,10,0,1,0,0
"18362",18362,0,38,1,8,0,5,1.91,88400,10,0,1,0,0
"18364",18364,0,51,1,1,0,2,2.46,46800,2,0,0,1,0
"18366",18366,0,27,0,3,1,3,1.25,64000,7,0,1,0,0
"18368",18368,0,44,0,1,1,1,3.99,94000,6,0,0,1,0
"18369",18369,0,64,0,1,1,6,4,180000,9,1,0,0,0
"18370",18370,0,55,1,1,0,5,2.45,68000,10,1,0,0,0
"18371",18371,0,55,0,1,1,4,2.13,76000,4,0,0,0,1
"18373",18373,0,27,1,2,1,2,4,61600,6,0,0,0,1
"18375",18375,0,44,0,7,0,2,3.06,59000,7,0,1,0,0
"18376",18376,0,38,1,1,1,1,2.95,73400,5,0,1,0,0
"18377",18377,0,55,0,1,1,5,3.4,122000,10,1,0,0,0
"18378",18378,0,60,1,1,1,5,2.53,71000,6,0,0,1,0
"18380",18380,0,26,0,8,1,5,1.14,93000,8,1,0,0,0
"18383",18383,0,56,0,3,1,0,1.26,62000,4,0,1,0,0
"18387",18387,0,56,0,7,1,0,2.93,60000,4,0,0,0,1
"18391",18391,0,56,1,1,1,1,2.77,40800,3,0,0,1,0
"18392",18392,0,62,0,2,1,1,3.67,71000,8,0,1,0,0
"18393",18393,0,58,0,1,1,3,3.21,79000,5,0,0,0,1
"18394",18394,0,57,1,1,1,5,2.22,86600,9,0,1,0,0
"18397",18397,0,56,0,8,1,0,3.86,96000,8,0,1,0,0
"18404",18404,0,61,0,3,1,1,2.24,62000,3,0,0,0,1
"18405",18405,0,43,0,2,1,3,4,108000,10,1,0,0,0
"18410",18410,0,26,0,1,1,3,3.19,64000,7,0,0,1,0
"18412",18412,0,32,0,1,0,1,1.4,46000,5,0,1,0,0
"18413",18413,0,57,1,2,1,2,3.77,75600,5,0,1,0,0
"18415",18415,0,49,1,2,1,1,2.25,67200,4,1,0,0,0
"18417",18417,0,60,0,1,1,4,2.01,114000,5,0,1,0,0
"18423",18423,0,26,1,2,1,0,3,38800,4,0,1,0,0
"18425",18425,0,26,0,9,1,5,2.5,94000,10,0,1,0,0
"18428",18428,0,60,0,2,1,4,3.27,101000,10,0,1,0,0
"18430",18430,0,32,0,12,1,3,3.44,74000,8,0,1,0,0
"18432",18432,0,46,1,1,0,2,3.26,58800,4,0,1,0,0
"18433",18433,0,43,1,1,1,5,2.43,72400,6,0,0,1,0
"18437",18437,0,53,1,1,1,5,2.07,100400,7,1,0,0,0
"18438",18438,0,58,0,1,0,1,3.48,65000,6,0,1,0,0
"18439",18439,0,27,0,2,1,1,3.3,41000,7,0,0,0,1
"18442",18442,0,52,1,1,1,5,2.06,98600,10,1,0,0,0
"18443",18443,0,42,1,10,1,3,1.11,66600,9,0,1,0,0
"18445",18445,0,59,0,1,1,2,2.29,88000,7,0,1,0,0
"18447",18447,0,32,1,11,1,1,3.85,95600,9,0,1,0,0
"18448",18448,0,58,0,1,1,2,3.8,104000,9,0,1,0,0
"18449",18449,0,42,1,1,0,3,2.22,57600,7,0,1,0,0
"18450",18450,0,58,0,2,1,2,2.1,60000,6,0,0,0,1
"18452",18452,0,44,0,2,1,2,2.43,59000,4,0,0,1,0
"18454",18454,0,45,0,7,1,2,2.36,73000,4,0,0,0,1
"18456",18456,0,61,0,2,1,3,2.64,68000,8,0,1,0,0
"18460",18460,0,63,0,4,1,0,3.71,88000,5,1,0,0,0
"18461",18461,0,48,0,1,1,3,1.56,97000,6,0,1,0,0
"18464",18464,0,33,0,2,0,1,3.93,43000,4,0,0,1,0
"18480",18480,0,48,0,2,1,3,3.4,61000,6,0,1,0,0
"18482",18482,0,57,0,2,0,2,3.77,76000,6,0,1,0,0
"18483",18483,0,30,1,8,0,3,4,74000,9,1,0,0,0
"18484",18484,0,44,1,5,1,2,4,86200,9,0,1,0,0
"18486",18486,0,29,0,2,1,1,2.04,53000,5,0,1,0,0
"18487",18487,0,49,1,8,1,2,2.98,57200,6,0,1,0,0
"18489",18489,0,47,0,2,1,4,3.82,142000,8,1,0,0,0
"18490",18490,0,61,1,1,1,0,1.39,52800,3,0,1,0,0
"18492",18492,0,33,0,1,1,2,2.9,93000,6,0,1,0,0
"18493",18493,0,32,0,1,0,4,2.35,71000,10,1,0,0,0
"18497",18497,0,39,0,2,1,1,1.69,66000,4,1,0,0,0
"18502",18502,0,56,1,2,1,4,3.07,50800,3,0,0,1,0
"18506",18506,0,36,0,11,1,1,1.16,59000,5,1,0,0,0
"18514",18514,0,50,0,2,1,2,3.45,77000,5,0,1,0,0
"18516",18516,0,59,0,6,1,2,1.99,79000,9,1,0,0,0
"18517",18517,0,36,0,2,1,1,4,88000,10,1,0,0,0
"18518",18518,0,51,0,1,1,1,2.22,60000,4,1,0,0,0
"18522",18522,0,61,0,2,0,2,1.82,41000,2,0,0,0,1
"18523",18523,0,34,0,3,1,5,1.81,89000,8,0,0,0,1
"18524",18524,0,62,0,2,1,5,3.44,117000,10,1,0,0,0
"18525",18525,0,61,0,6,1,4,1.88,77000,7,0,1,0,0
"18526",18526,0,44,0,1,1,0,3.47,72000,4,1,0,0,0
"18529",18529,0,48,0,10,0,2,3.78,120000,8,1,0,0,0
"18530",18530,0,52,0,7,0,4,2.33,71000,4,0,0,1,0
"18534",18534,0,62,0,2,1,1,3.2,65000,5,0,0,0,1
"18535",18535,0,26,0,8,1,2,2.63,61000,6,0,0,1,0
"18536",18536,0,56,1,5,1,3,1.63,46800,3,0,0,0,1
"18542",18542,0,34,0,2,1,1,1.28,59000,4,0,1,0,0
"18548",18548,0,40,0,2,0,3,1.57,68000,5,0,0,0,1
"18552",18552,0,32,0,12,1,5,4,90000,8,0,0,1,0
"18553",18553,0,60,0,3,1,2,1.92,72000,5,0,1,0,0
"18556",18556,0,29,0,4,1,3,3.26,75000,6,1,0,0,0
"18557",18557,0,61,0,2,1,3,3.79,89000,4,0,0,1,0
"18558",18558,0,45,0,1,1,2,3,79000,4,0,1,0,0
"18560",18560,0,55,0,1,1,4,3.26,1e+05,9,0,1,0,0
"18562",18562,0,41,0,2,1,1,2.87,72000,6,0,1,0,0
"18563",18563,0,53,0,3,1,6,3.67,148000,10,0,1,0,0
"18565",18565,0,55,0,7,1,3,2.21,66000,8,1,0,0,0
"18571",18571,0,57,1,1,1,2,2.24,54600,2,0,0,1,0
"18572",18572,0,32,0,5,1,2,4,83000,6,0,0,0,1
"18573",18573,0,62,1,1,1,2,2.88,56600,4,0,0,0,1
"18574",18574,0,63,0,2,1,4,1.14,72000,8,0,1,0,0
"18575",18575,0,35,0,2,1,0,2.34,73000,5,1,0,0,0
"18576",18576,0,34,0,1,1,3,4,131000,10,1,0,0,0
"18577",18577,0,26,0,2,1,3,3.97,87000,9,1,0,0,0
"18581",18581,0,40,0,2,1,5,1.51,119000,9,1,0,0,0
"18584",18584,0,57,0,1,1,1,3.33,120000,10,0,1,0,0
"18585",18585,0,26,1,2,1,4,3.53,81800,10,0,1,0,0
"18587",18587,0,37,0,2,1,1,1.67,52000,2,0,0,0,1
"18596",18596,0,40,0,2,1,1,2.13,62000,4,0,0,1,0
"18598",18598,0,27,0,1,0,5,1.56,50000,10,0,0,0,1
"18600",18600,0,31,0,1,1,3,4,70000,7,0,0,1,0
"18602",18602,0,36,1,6,0,4,1.55,78800,9,0,1,0,0
"18603",18603,0,55,0,7,1,6,1.94,107000,10,0,1,0,0
"18606",18606,0,32,1,3,1,1,2.65,56600,2,0,0,1,0
"18608",18608,0,33,0,1,1,0,2.43,33000,4,0,1,0,0
"18610",18610,0,30,0,1,1,4,2.53,90000,9,0,1,0,0
"18611",18611,0,60,0,1,1,1,2.59,59000,5,1,0,0,0
"18612",18612,0,51,1,1,1,3,3.1,106800,9,0,1,0,0
"18613",18613,0,28,0,3,1,1,2.34,57000,6,1,0,0,0
"18614",18614,0,40,0,1,1,1,2.77,67000,6,0,0,0,1
"18621",18621,0,64,0,10,0,3,3.15,53000,5,0,1,0,0
"18622",18622,0,47,0,2,1,2,1.46,56000,5,0,1,0,0
"18625",18625,0,40,1,9,0,2,2.81,53000,5,1,0,0,0
"18629",18629,0,30,1,8,1,2,2.83,101000,8,1,0,0,0
"18630",18630,0,52,0,2,1,4,3.08,81000,5,1,0,0,0
"18633",18633,0,37,0,2,1,5,1.84,88000,9,0,1,0,0
"18634",18634,0,43,0,2,1,5,2.96,119000,8,1,0,0,0
"18635",18635,0,54,0,3,0,4,1.7,81000,5,0,1,0,0
"18636",18636,0,56,0,9,0,6,2.55,85000,6,0,0,0,1
"18639",18639,0,64,0,1,1,4,2.99,87000,5,1,0,0,0
"18641",18641,0,55,0,2,1,3,1.83,103000,7,0,1,0,0
"18642",18642,0,36,1,1,1,1,3.04,59800,3,0,0,0,1
"18645",18645,0,49,0,1,1,2,1.51,81000,6,1,0,0,0
"18648",18648,0,56,1,6,1,3,1.6,64800,7,0,0,1,0
"18653",18653,0,63,0,2,1,1,3.15,75000,5,1,0,0,0
"18654",18654,0,52,0,2,0,0,2.57,70000,6,0,1,0,0
"18655",18655,0,51,1,1,1,4,3.37,80800,7,1,0,0,0
"18660",18660,0,28,1,2,0,2,1.78,37400,3,0,0,0,1
"18661",18661,0,56,0,1,1,1,3.39,77000,3,0,0,0,1
"18662",18662,0,62,0,1,1,3,2.39,66000,5,0,0,1,0
"18671",18671,0,34,1,7,1,1,3.12,47200,5,1,0,0,0
"18674",18674,0,62,0,1,1,1,2.42,81000,5,0,1,0,0
"18675",18675,0,61,1,2,0,2,2.45,47800,3,0,0,1,0
"18681",18681,0,45,0,2,0,2,2.91,55000,6,1,0,0,0
"18684",18684,0,60,0,1,0,3,1.16,64000,6,0,1,0,0
"18688",18688,0,43,1,1,0,3,1.64,91400,7,1,0,0,0
"18690",18690,0,48,1,8,1,1,1.49,57400,4,0,0,1,0
"18692",18692,0,26,1,2,0,5,1.42,58800,10,0,1,0,0
"18695",18695,0,44,0,10,0,3,3.31,71000,6,0,1,0,0
"18697",18697,0,51,0,2,1,3,1.16,73000,7,0,1,0,0
"18698",18698,0,62,0,7,0,4,3.71,135000,8,0,1,0,0
"18699",18699,0,46,1,2,1,0,3.62,74800,7,1,0,0,0
"18701",18701,0,40,1,9,1,3,2,87000,9,1,0,0,0
"18703",18703,0,37,0,2,1,4,2.54,80000,10,1,0,0,0
"18704",18704,0,42,0,10,1,3,3.88,92000,10,0,0,1,0
"18711",18711,0,64,1,6,0,3,1.36,37200,5,0,0,0,1
"18714",18714,0,28,0,1,1,5,2.71,87000,10,0,1,0,0
"18715",18715,0,29,0,1,1,2,2,36000,3,0,0,0,1
"18716",18716,0,33,0,2,1,2,2.39,60000,8,0,1,0,0
"18717",18717,0,58,0,1,1,4,2.44,107000,6,1,0,0,0
"18721",18721,0,28,0,7,1,4,2.4,67000,8,1,0,0,0
"18723",18723,0,24,0,3,1,3,2.66,47000,5,0,0,1,0
"18729",18729,0,59,0,2,1,2,1.64,52000,3,0,0,1,0
"18731",18731,0,36,0,2,1,0,2.43,43000,2,0,0,0,1
"18733",18733,0,56,1,2,1,3,3.33,90800,7,0,1,0,0
"18736",18736,0,48,1,2,0,4,1.11,63400,4,0,0,0,1
"18737",18737,0,52,0,1,0,4,2.65,75000,6,0,1,0,0
"18740",18740,0,33,0,8,1,1,1.79,63000,5,0,1,0,0
"18741",18741,0,33,1,6,0,1,3.12,59400,6,1,0,0,0
"18743",18743,0,47,0,1,0,1,1.63,69000,8,1,0,0,0
"18744",18744,0,61,1,1,1,3,3.95,77800,9,1,0,0,0
"18745",18745,0,59,0,1,1,1,3.61,92000,5,0,0,1,0
"18746",18746,0,58,0,1,1,4,4,114000,10,0,1,0,0
"18750",18750,0,44,0,2,1,4,2.03,62000,6,0,0,1,0
"18751",18751,0,38,0,1,1,3,3.35,120000,8,1,0,0,0
"18756",18756,0,61,1,4,0,2,1.49,61800,6,0,1,0,0
"18758",18758,0,56,1,1,1,1,1.35,52800,3,0,0,0,1
"18759",18759,0,39,1,1,1,4,4,104200,9,1,0,0,0
"18760",18760,0,64,1,4,0,3,2.29,49200,3,0,0,1,0
"18766",18766,0,42,0,1,1,2,1.6,62000,3,0,0,0,1
"18768",18768,0,32,1,1,0,2,3.68,70600,5,1,0,0,0
"18772",18772,0,38,0,1,1,6,2.07,102000,7,0,0,0,1
"18773",18773,0,31,1,2,1,5,1.63,75800,9,1,0,0,0
"18774",18774,0,54,0,1,1,5,3.87,110000,9,0,0,0,1
"18775",18775,0,46,1,12,1,0,2.35,51800,5,0,1,0,0
"18777",18777,0,56,0,1,0,4,3.59,65000,6,1,0,0,0
"18779",18779,0,54,1,2,1,5,2.58,91200,8,1,0,0,0
"18782",18782,0,42,0,1,1,3,1.63,72000,4,0,0,0,1
"18783",18783,0,50,1,12,1,5,2.95,78000,8,1,0,0,0
"18785",18785,0,39,0,6,0,3,4,84000,9,1,0,0,0
"18786",18786,0,38,0,1,1,3,3.94,137000,6,1,0,0,0
"18787",18787,0,36,1,1,1,2,2.14,81800,4,1,0,0,0
"18791",18791,0,44,1,3,1,4,2.86,94200,9,1,0,0,0
"18793",18793,0,50,1,2,1,2,1.63,68000,6,1,0,0,0
"18794",18794,0,61,0,1,1,4,3.85,109000,10,0,1,0,0
"18795",18795,0,61,1,1,1,3,2.81,68800,5,0,0,1,0
"18798",18798,0,41,0,9,1,1,1.85,93000,8,0,1,0,0
"18800",18800,0,34,0,2,1,1,2.17,51000,9,0,1,0,0
"18801",18801,0,48,0,2,0,3,3.94,103000,10,1,0,0,0
"18803",18803,0,50,0,2,1,1,3.26,85000,4,0,0,0,1
"18804",18804,0,29,1,1,1,1,3.25,51200,5,1,0,0,0
"18805",18805,0,62,1,3,1,3,2.26,42600,6,0,0,1,0
"18807",18807,0,54,0,2,1,6,1.79,95000,6,0,1,0,0
"18808",18808,0,51,1,2,0,1,2.13,46800,5,0,1,0,0
"18811",18811,0,47,1,1,1,5,1.88,81600,8,0,1,0,0
"18818",18818,0,41,0,3,1,3,2.94,125000,6,1,0,0,0
"18819",18819,0,45,0,1,1,2,4,87000,5,0,0,1,0
"18820",18820,0,53,0,2,0,5,1.74,86000,6,0,1,0,0
"18821",18821,0,26,0,2,0,3,1.46,46000,4,0,1,0,0
"18822",18822,0,51,1,2,0,5,2.91,64800,6,0,1,0,0
"18827",18827,0,49,1,1,0,1,2.96,46200,6,1,0,0,0
"18828",18828,0,57,1,2,1,5,1.66,84600,7,0,1,0,0
"18829",18829,0,39,0,2,1,5,1.35,120000,5,0,1,0,0
"18833",18833,0,43,0,2,0,2,1.37,65000,3,0,1,0,0
"18835",18835,0,61,1,1,1,1,1.8,61800,6,1,0,0,0
"18838",18838,0,51,1,2,1,2,2.42,51800,4,0,0,0,1
"18839",18839,0,37,1,2,0,0,3.86,75600,5,1,0,0,0
"18840",18840,0,42,0,2,1,2,1.96,106000,7,1,0,0,0
"18841",18841,0,34,1,8,1,4,2.89,88200,10,0,1,0,0
"18846",18846,0,46,0,8,1,1,4,1e+05,10,1,0,0,0
"18847",18847,0,63,0,1,1,1,2.76,61000,5,0,0,1,0
"18850",18850,0,57,1,2,0,5,3.53,61600,5,1,0,0,0
"18853",18853,0,62,0,13,1,3,4,109000,10,0,1,0,0
"18856",18856,0,33,0,2,0,1,3.56,86000,7,1,0,0,0
"18859",18859,0,39,0,1,1,2,2.91,57000,8,0,1,0,0
"18865",18865,0,53,1,1,0,3,1.91,75400,8,1,0,0,0
"18869",18869,0,36,0,9,1,4,2.53,80000,9,0,0,0,1
"18873",18873,0,55,0,7,1,1,1.99,71000,9,1,0,0,0
"18875",18875,0,44,0,1,0,2,1.53,56000,5,1,0,0,0
"18878",18878,0,56,0,1,0,2,3.17,75000,6,0,1,0,0
"18880",18880,0,58,0,1,0,4,1.8,82000,10,0,1,0,0
"18882",18882,0,43,0,5,1,5,1.43,73000,4,0,0,0,1
"18883",18883,0,28,1,1,1,1,1.68,49400,5,1,0,0,0
"18884",18884,0,38,0,2,1,3,2.25,65000,7,0,0,0,1
"18885",18885,0,56,0,2,1,0,3,93000,7,0,1,0,0
"18886",18886,0,40,1,2,1,1,2.34,73000,4,1,0,0,0
"18887",18887,0,46,1,2,1,2,3.58,66800,6,1,0,0,0
"18889",18889,0,49,1,2,1,5,1.12,84200,8,1,0,0,0
"18891",18891,0,41,0,10,1,2,2.63,105000,9,1,0,0,0
"18896",18896,0,61,0,2,1,4,2.93,94000,7,0,1,0,0
"18898",18898,0,62,0,1,1,2,2.82,83000,5,1,0,0,0
"18899",18899,0,41,1,2,1,2,2.34,75800,3,0,1,0,0
"18900",18900,0,59,1,11,1,2,2.48,71200,4,0,0,1,0
"18902",18902,0,30,0,2,1,2,1.84,58000,5,1,0,0,0
"18903",18903,0,44,0,10,1,0,2.05,73000,7,1,0,0,0
"18904",18904,0,36,0,2,1,0,2.92,48000,3,0,0,0,1
"18905",18905,0,58,1,1,1,1,3.64,95400,9,1,0,0,0
"18906",18906,0,30,0,2,0,1,1.69,50000,4,0,0,0,1
"18908",18908,0,52,1,8,1,1,1.35,59600,7,0,1,0,0
"18909",18909,0,43,1,2,0,2,1.96,54400,4,0,0,0,1
"18912",18912,0,25,0,4,1,2,3.21,73000,9,1,0,0,0
"18914",18914,0,27,0,2,0,3,4,64000,6,1,0,0,0
"18918",18918,0,64,1,1,1,4,2.65,80200,4,1,0,0,0
"18919",18919,0,60,0,2,1,0,2.97,34000,3,0,0,1,0
"18921",18921,0,32,0,1,1,2,2.31,56000,3,0,1,0,0
"18923",18923,0,38,1,3,1,2,3.8,89400,9,1,0,0,0
"18924",18924,0,41,1,2,1,3,1.92,61800,6,0,1,0,0
"18929",18929,0,60,1,2,1,2,2.52,75000,6,0,1,0,0
"18932",18932,0,41,0,1,0,5,1.9,109000,9,1,0,0,0
"18934",18934,0,45,0,9,1,1,3.94,66000,5,0,0,1,0
"18938",18938,0,48,1,3,1,2,3.54,102400,7,0,0,1,0
"18940",18940,0,64,1,2,0,5,2.02,44200,5,0,0,0,1
"18943",18943,0,38,1,1,0,1,4,65400,8,0,1,0,0
"18947",18947,0,32,0,2,1,4,2.71,66000,6,1,0,0,0
"18948",18948,0,53,0,10,0,4,2.9,74000,10,0,0,0,1
"18949",18949,0,28,1,1,1,2,3.24,74400,7,1,0,0,0
"18952",18952,0,59,0,8,1,1,1.74,56000,5,0,0,1,0
"18955",18955,0,48,0,1,1,1,2.48,69000,6,0,1,0,0
"18957",18957,0,38,1,1,1,4,2.25,64400,5,0,0,1,0
"18958",18958,0,33,0,4,1,2,1.89,68000,8,1,0,0,0
"18959",18959,0,54,0,2,1,2,3.19,80000,8,0,1,0,0
"18961",18961,0,63,0,1,1,3,1.26,62000,5,0,0,1,0
"18962",18962,0,57,0,2,1,1,1.37,56000,6,0,1,0,0
"18970",18970,0,44,0,1,1,5,2.56,146000,10,1,0,0,0
"18971",18971,0,30,1,1,1,6,3.66,97000,8,0,0,0,1
"18972",18972,0,34,0,1,0,5,2.88,90000,8,0,1,0,0
"18974",18974,0,51,0,2,1,2,3.09,99000,8,0,1,0,0
"18977",18977,0,55,0,2,0,1,1.41,56000,4,0,1,0,0
"18979",18979,0,48,1,1,1,4,2.4,64400,5,0,0,1,0
"18980",18980,0,34,0,3,1,3,3.44,99000,10,1,0,0,0
"18981",18981,0,30,0,1,1,2,2.54,49000,6,0,1,0,0
"18982",18982,0,46,0,2,1,4,2.24,58000,4,0,0,1,0
"18983",18983,0,25,1,3,0,0,3.03,40000,5,0,0,1,0
"18987",18987,0,27,0,1,1,2,4,96000,5,0,1,0,0
"18989",18989,0,55,0,1,0,2,1.11,36000,4,0,0,1,0
"18991",18991,0,38,1,2,1,3,1.83,80400,8,0,1,0,0
"18993",18993,0,40,0,3,1,0,2.4,62000,7,0,1,0,0
"18994",18994,0,36,0,2,1,5,2.5,91000,6,0,0,1,0
"18996",18996,0,36,0,7,1,2,2.9,52000,3,0,0,1,0
"18998",18998,0,37,0,3,1,2,2.94,94000,5,0,0,0,1
"19004",19004,0,29,0,1,1,2,2.54,63000,6,0,1,0,0
"19005",19005,0,43,1,1,1,1,2.42,53400,5,1,0,0,0
"19007",19007,0,28,0,1,1,2,1.43,56000,6,0,1,0,0
"19008",19008,0,45,1,1,1,4,2.43,90000,5,0,1,0,0
"19009",19009,0,54,0,2,1,4,4,122000,8,0,1,0,0
"19010",19010,0,54,0,1,1,4,1.17,87000,10,0,1,0,0
"19011",19011,0,56,0,11,1,2,1.33,81000,9,1,0,0,0
"19014",19014,0,59,0,2,0,2,3.82,98000,6,0,1,0,0
"19019",19019,0,45,1,2,0,2,1.58,66000,5,1,0,0,0
"19020",19020,0,28,0,2,1,1,2.34,54000,4,0,1,0,0
"19021",19021,0,26,0,3,0,4,4,58000,7,0,0,1,0
"19023",19023,0,43,0,3,0,1,2.76,79000,7,0,1,0,0
"19025",19025,0,37,0,2,1,2,3.67,55000,4,0,0,0,1
"19026",19026,0,55,0,2,1,5,2.48,95000,10,1,0,0,0
"19028",19028,0,59,0,2,1,3,3.41,107000,10,1,0,0,0
"19029",19029,0,37,0,1,0,4,3.18,73000,5,1,0,0,0
"19032",19032,0,49,0,1,0,1,2.18,68000,3,0,1,0,0
"19033",19033,0,60,1,4,1,1,1.94,61000,4,0,0,1,0
"19034",19034,0,34,1,9,0,0,2.52,43200,3,1,0,0,0
"19037",19037,0,50,1,1,1,1,2.72,68000,4,0,1,0,0
"19041",19041,0,29,0,2,1,5,2.96,74000,5,0,0,1,0
"19042",19042,0,29,0,2,1,6,2.7,62000,9,0,1,0,0
"19043",19043,0,29,0,9,0,5,1.28,55000,7,0,1,0,0
"19045",19045,0,37,0,6,1,3,2.95,73000,4,1,0,0,0
"19048",19048,0,48,0,1,1,0,2.05,73000,3,0,1,0,0
"19049",19049,0,60,0,2,1,4,3.08,59000,5,0,0,1,0
"19051",19051,0,55,1,2,1,1,2.22,52000,4,0,0,0,1
"19052",19052,0,42,1,3,1,0,2.76,42600,3,0,0,1,0
"19054",19054,0,45,1,1,0,5,2.71,68000,9,1,0,0,0
"19057",19057,0,34,0,2,1,3,3.66,90000,10,0,1,0,0
"19058",19058,0,32,0,2,1,0,2.84,72000,7,1,0,0,0
"19061",19061,0,27,0,1,0,5,1.14,56000,4,1,0,0,0
"19063",19063,0,63,0,1,1,4,4,88000,6,0,0,1,0
"19064",19064,0,37,1,2,1,3,1.19,69600,8,0,1,0,0
"19065",19065,0,65,0,1,1,1,1.4,60000,5,0,1,0,0
"19067",19067,0,34,0,2,1,3,1.46,56000,3,0,0,1,0
"19068",19068,0,28,0,10,1,0,1.3,37000,9,0,1,0,0
"19069",19069,0,31,0,1,1,2,1.62,60000,5,1,0,0,0
"19072",19072,0,32,0,1,0,4,2.31,52000,5,0,1,0,0
"19074",19074,0,61,0,2,1,3,4,124000,9,0,1,0,0
"19079",19079,0,60,0,2,1,1,1.18,65000,4,1,0,0,0
"19082",19082,0,42,0,1,1,0,2.41,61000,2,0,1,0,0
"19083",19083,0,42,1,2,0,1,1.42,31600,3,0,0,1,0
"19084",19084,0,42,0,9,0,3,1.6,72000,9,0,1,0,0
"19086",19086,0,45,0,2,1,0,2.63,56000,3,0,0,1,0
"19087",19087,0,37,0,2,1,3,3.95,102000,8,0,1,0,0
"19092",19092,0,45,0,2,1,1,4,72000,7,0,1,0,0
"19093",19093,0,40,0,2,1,3,1.13,102000,9,1,0,0,0
"19096",19096,0,43,0,2,1,1,2.14,65000,6,0,1,0,0
"19097",19097,0,53,1,2,1,3,1.79,66400,6,1,0,0,0
"19100",19100,0,38,1,2,1,1,2.24,42400,3,0,0,1,0
"19102",19102,0,56,0,2,1,4,2.45,88000,7,1,0,0,0
"19103",19103,0,49,1,1,1,3,1.54,60200,5,1,0,0,0
"19108",19108,0,43,0,1,1,2,2.16,80000,6,1,0,0,0
"19109",19109,0,62,1,3,1,1,3.51,54600,6,1,0,0,0
"19114",19114,0,41,0,2,0,6,4,101000,9,0,1,0,0
"19118",19118,0,60,1,1,1,2,2.89,73000,4,1,0,0,0
"19119",19119,0,33,0,8,0,1,3.31,70000,6,0,1,0,0
"19121",19121,0,57,0,2,1,2,1.85,91000,5,1,0,0,0
"19122",19122,0,54,1,2,1,1,4,68200,3,0,0,0,1
"19130",19130,0,62,0,11,1,2,4,77000,10,0,1,0,0
"19133",19133,0,57,0,2,0,2,2.44,54000,4,0,0,1,0
"19134",19134,0,53,1,2,1,2,1.38,49400,3,0,0,1,0
"19138",19138,0,30,0,5,1,0,1.23,52000,3,0,1,0,0
"19140",19140,0,40,0,1,0,2,1.57,73000,5,0,1,0,0
"19142",19142,0,63,1,2,0,2,2.65,50400,4,0,0,0,1
"19144",19144,0,32,0,1,1,1,2.2,46000,3,0,0,0,1
"19145",19145,0,59,0,1,1,6,2.95,89000,10,0,1,0,0
"19146",19146,0,50,1,2,1,2,1.42,64000,4,1,0,0,0
"19147",19147,0,46,1,1,1,5,2.89,76800,9,0,1,0,0
"19148",19148,0,34,0,1,1,2,3.84,40000,4,0,0,0,1
"19153",19153,0,64,0,2,0,1,1.8,64000,5,1,0,0,0
"19154",19154,0,45,1,2,1,3,1.91,44000,5,0,0,1,0
"19163",19163,0,33,1,1,1,4,3.85,58400,6,0,1,0,0
"19165",19165,0,33,0,2,1,0,2.82,52000,4,0,0,1,0
